"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"No","Yes","Fiber optic","One year",68.0,86.45,"No",0.9095244551419084,0.09047554485809162,"No",0.8190489102838168
"Yes","Yes","Fiber optic","Two year",53.0,104.05,"No",0.934986953204703,0.06501304679529707,"No",0.869973906409406
"No","Yes","Fiber optic","Month-to-month",28.0,101.3,"Yes",0.5084452273092928,0.49155477269070724,"No",0.016890454618585515
"Yes","Yes","Fiber optic","Month-to-month",29.0,89.2,"Yes",0.697425980228136,0.3025740197718642,"No",0.39485196045627174
"Yes","No","DSL","Month-to-month",10.0,65.5,"No",0.9042245370725657,0.09577546292743433,"No",0.8084490741451313
"Yes","No","DSL","Month-to-month",43.0,40.45,"No",0.9471079701015478,0.052892029898452174,"No",0.8942159402030956
"Yes","Yes","Fiber optic","Month-to-month",19.0,83.65,"Yes",0.6132984015709346,0.38670159842906543,"No",0.2265968031418692
"No","No","DSL","Two year",61.0,20.25,"No",0.9586082971893687,0.04139170281063139,"No",0.9172165943787373
"No","Yes","DSL","Month-to-month",43.0,66.25,"No",0.9066718490798323,0.09332815092016768,"No",0.8133436981596647
"No","No","DSL","Month-to-month",6.0,19.5,"Yes",0.8740544801396091,0.12594551986039096,"No",0.7481089602792181
"No","No","DSL","Two year",70.0,64.55,"No",0.9558119600732259,0.04418803992677409,"No",0.9116239201464518
"Yes","Yes","Fiber optic","One year",49.0,93.65,"No",0.9133553200462506,0.08664467995374935,"No",0.8267106400925013
"No","No","DSL","Month-to-month",6.0,49.65,"Yes",0.7533883128982793,0.24661168710172077,"No",0.5067766257965586
"No","No","DSL","Month-to-month",26.0,81.9,"No",0.9019738192224049,0.09802618077759513,"No",0.8039476384448098
"No","Yes","DSL","One year",24.0,54.6,"No",0.949430018249524,0.05056998175047611,"No",0.8988600364990479
"Yes","No","DSL","Two year",30.0,19.7,"No",0.9588495898841164,0.04115041011588363,"No",0.9176991797682328
"No","No","Fiber optic","Month-to-month",10.0,92.5,"Yes",0.459218664399107,0.5407813356008929,"Yes",0.0815626712017859
"Yes","No","DSL","Two year",44.0,54.05,"No",0.9578111589539468,0.04218884104605327,"No",0.9156223179078935
"No","No","DSL","One year",47.0,58.9,"No",0.9468101235808929,0.05318987641910703,"No",0.8936202471617859
"No","No","Fiber optic","One year",64.0,96.9,"No",0.9034455662213293,0.09655443377867079,"No",0.8068911324426585
"No","No","DSL","Month-to-month",1.0,19.1,"No",0.8408783609950518,0.15912163900494825,"No",0.6817567219901035
"No","No","DSL","Month-to-month",20.0,50.0,"No",0.8530649988619435,0.1469350011380566,"No",0.706129997723887
"No","Yes","DSL","One year",38.0,84.1,"No",0.9424219305761876,0.05757806942381231,"No",0.8848438611523753
"No","No","DSL","Month-to-month",37.0,64.75,"Yes",0.8980395624954038,0.1019604375045961,"No",0.7960791249908077
"Yes","No","DSL","Two year",71.0,76.9,"No",0.957548887314274,0.042451112685726045,"No",0.915097774628548
"No","Yes","DSL","Two year",66.0,74.6,"No",0.9535757231566478,0.04642427684335212,"No",0.9071514463132957
"No","No","Fiber optic","One year",12.0,95.5,"Yes",0.7733542511570105,0.22664574884298952,"No",0.546708502314021
"Yes","No","Fiber optic","Month-to-month",1.0,89.35,"No",0.4325636033675875,0.5674363966324125,"Yes",0.13487279326482504
"No","Yes","Fiber optic","Month-to-month",48.0,95.4,"No",0.7095202919594206,0.2904797080405795,"No",0.4190405839188411
"No","Yes","Fiber optic","Month-to-month",18.0,90.7,"Yes",0.44878112713297486,0.5512188728670252,"Yes",0.10243774573405035
"Yes","No","DSL","Two year",62.0,20.0,"No",0.9593415329936171,0.040658467006382905,"No",0.9186830659872343
"Yes","Yes","DSL","Two year",65.0,82.5,"No",0.9565458415361098,0.043454158463890245,"No",0.9130916830722196
"Yes","Yes","Fiber optic","Month-to-month",16.0,90.8,"No",0.501621046258217,0.4983789537417828,"No",0.003242092516434203
"No","Yes","Fiber optic","Month-to-month",50.0,104.95,"No",0.6786677344009194,0.3213322655990806,"No",0.3573354688018388
"No","No","Fiber optic","Two year",71.0,105.25,"No",0.9467132787100474,0.05328672128995258,"No",0.8934265574200948
"No","No","DSL","Month-to-month",4.0,61.3,"No",0.7632541423550075,0.23674585764499248,"No",0.5265082847100151
"Yes","Yes","DSL","Two year",58.0,75.8,"No",0.9568116151310345,0.043188384868965535,"No",0.913623230262069
"No","Yes","DSL","Month-to-month",4.0,64.4,"No",0.76379774299328,0.23620225700672007,"No",0.5275954859865599
"No","No","Fiber optic","Month-to-month",51.0,69.15,"No",0.8930265404978831,0.1069734595021168,"No",0.7860530809957663
"No","No","Fiber optic","Month-to-month",1.0,70.6,"Yes",0.41546647579485224,0.5845335242051478,"Yes",0.16906704841029557
"No","No","Fiber optic","Month-to-month",5.0,81.0,"Yes",0.4225919281084123,0.5774080718915877,"Yes",0.15481614378317543
"No","No","DSL","One year",50.0,19.75,"No",0.9563746458006305,0.043625354199369505,"No",0.912749291601261
"No","No","Fiber optic","Month-to-month",33.0,70.4,"No",0.8263421814348116,0.17365781856518828,"No",0.6526843628696234
"No","No","DSL","Two year",31.0,20.45,"No",0.957437240503685,0.042562759496315127,"No",0.9148744810073698
"Yes","No","DSL","Two year",9.0,20.35,"No",0.9576225236197061,0.04237747638029382,"No",0.9152450472394122
"Yes","Yes","Fiber optic","One year",34.0,103.8,"No",0.8761069080641523,0.12389309193584785,"No",0.7522138161283044
"No","Yes","DSL","Two year",51.0,24.95,"No",0.9584718497004459,0.0415281502995542,"No",0.9169436994008917
"No","Yes","Fiber optic","Month-to-month",26.0,89.15,"Yes",0.5511700453711477,0.44882995462885233,"No",0.10234009074229533
"No","No","Fiber optic","Two year",64.0,99.0,"No",0.946317756864595,0.053682243135405115,"No",0.8926355137291898
"No","Yes","Fiber optic","One year",61.0,85.55,"No",0.9022826396415994,0.09771736035840073,"No",0.8045652792831987
"No","No","Fiber optic","Month-to-month",15.0,94.0,"No",0.5278202159280073,0.47217978407199274,"No",0.05564043185601458
"No","Yes","Fiber optic","One year",64.0,105.65,"Yes",0.834838769056066,0.1651612309439339,"No",0.6696775381121322
"No","Yes","Fiber optic","Month-to-month",18.0,80.55,"No",0.5136709680459173,0.4863290319540827,"No",0.02734193609183455
"No","Yes","Fiber optic","Two year",72.0,78.5,"No",0.9511706316519922,0.04882936834800775,"No",0.9023412633039845
"Yes","No","DSL","Two year",68.0,62.65,"No",0.958164079647021,0.04183592035297906,"No",0.916328159294042
"No","Yes","Fiber optic","Two year",65.0,92.7,"No",0.9428282606260642,0.057171739373935916,"No",0.8856565212521282
"No","No","Fiber optic","Month-to-month",9.0,89.45,"Yes",0.44967666993872735,0.5503233300612727,"Yes",0.1006466601225453
"No","No","DSL","One year",37.0,19.8,"No",0.9558365998537545,0.04416340014624537,"No",0.9116731997075092
"Yes","Yes","Fiber optic","Month-to-month",33.0,95.3,"No",0.6971931258571938,0.3028068741428062,"No",0.3943862517143876
"No","Yes","DSL","Month-to-month",20.0,61.6,"Yes",0.8812677967646807,0.1187322032353193,"No",0.7625355935293614
"No","No","Fiber optic","Month-to-month",9.0,79.9,"Yes",0.47800341751651126,0.5219965824834888,"Yes",0.04399316496697753
"Yes","Yes","DSL","Two year",61.0,25.0,"No",0.9594298914657283,0.040570108534271676,"No",0.9188597829314566
"No","No","DSL","Month-to-month",26.0,45.45,"No",0.8788834591901513,0.12111654080984867,"No",0.7577669183803026
"No","No","DSL","Month-to-month",1.0,19.65,"Yes",0.8368378001034728,0.16316219989652728,"No",0.6736756002069455
"Yes","Yes","Fiber optic","One year",41.0,101.6,"No",0.8902875074714883,0.10971249252851152,"No",0.7805750149429768
"Yes","No","Fiber optic","Two year",67.0,103.15,"No",0.9498927349825989,0.05010726501740106,"No",0.8997854699651978
"No","No","Fiber optic","Month-to-month",1.0,69.55,"Yes",0.4197630619148022,0.5802369380851978,"Yes",0.1604738761703956
"No","No","DSL","Month-to-month",6.0,19.7,"No",0.8729594271615092,0.12704057283849082,"No",0.7459188543230184
"No","No","DSL","Month-to-month",13.0,31.05,"Yes",0.8522098100705717,0.1477901899294283,"No",0.7044196201411435
"Yes","No","DSL","Month-to-month",11.0,51.0,"No",0.9058472427049625,0.09415275729503737,"No",0.8116944854099252
"No","Yes","DSL","One year",64.0,70.15,"No",0.9477532814762494,0.052246718523750645,"No",0.8955065629524988
"Yes","No","DSL","Month-to-month",1.0,44.35,"Yes",0.8771293568379415,0.1228706431620585,"No",0.7542587136758829
"No","No","DSL","Two year",25.0,20.75,"No",0.9569249333851179,0.043075066614882175,"No",0.9138498667702357
"No","No","Fiber optic","Month-to-month",7.0,79.7,"Yes",0.4507446839802299,0.5492553160197701,"Yes",0.09851063203954019
"No","No","Fiber optic","Two year",71.0,89.45,"No",0.9515367668480992,0.048463233151900854,"No",0.9030735336961984
"Yes","Yes","DSL","Month-to-month",24.0,81.0,"No",0.93548037179905,0.06451962820095003,"No",0.8709607435980999
"No","Yes","Fiber optic","Month-to-month",1.0,84.6,"No",0.2881575368090043,0.7118424631909958,"Yes",0.42368492638199146
"No","No","Fiber optic","Month-to-month",5.0,84.85,"Yes",0.4138184638078856,0.5861815361921144,"Yes",0.17236307238422882
"No","No","Fiber optic","Two year",52.0,106.3,"No",0.9367499654105235,0.06325003458947641,"No",0.873499930821047
"No","Yes","Fiber optic","Month-to-month",1.0,73.65,"Yes",0.3288950582668932,0.6711049417331069,"Yes",0.34220988346621367
"Yes","No","DSL","One year",33.0,73.9,"Yes",0.9530640052740113,0.04693599472598884,"No",0.9061280105480224
"No","Yes","Fiber optic","Month-to-month",55.0,77.75,"Yes",0.8547512307550647,0.1452487692449354,"No",0.7095024615101293
"Yes","Yes","Fiber optic","Two year",69.0,99.35,"No",0.9469732033966246,0.05302679660337545,"No",0.8939464067932492
"No","No","DSL","Month-to-month",1.0,50.75,"No",0.7102950897656471,0.2897049102343529,"No",0.42059017953129424
"No","Yes","Fiber optic","One year",45.0,98.7,"No",0.8245768452579316,0.1754231547420683,"No",0.6491536905158634
"Yes","Yes","DSL","Two year",65.0,25.3,"No",0.9594556662717001,0.040544333728299964,"No",0.9189113325434002
"No","No","Fiber optic","Month-to-month",11.0,73.85,"Yes",0.5466412968092049,0.4533587031907951,"No",0.09328259361840985
"Yes","Yes","DSL","Two year",43.0,24.25,"No",0.9592222576456183,0.04077774235438162,"No",0.9184445152912367
"Yes","No","DSL","One year",49.0,51.8,"Yes",0.9557391811891095,0.04426081881089039,"No",0.9114783623782191
"No","No","DSL","Month-to-month",1.0,46.0,"Yes",0.702651713383803,0.297348286616197,"No",0.40530342676760595
"No","No","DSL","Month-to-month",17.0,25.1,"No",0.9010796281452981,0.09892037185470198,"No",0.8021592562905961
"No","No","Fiber optic","Month-to-month",16.0,71.8,"Yes",0.6433506329328927,0.35664936706710715,"No",0.2867012658657856
"Yes","No","DSL","One year",35.0,20.05,"No",0.9580185379217875,0.04198146207821257,"No",0.916037075843575
"No","Yes","DSL","Two year",70.0,25.15,"No",0.9589192970204289,0.041080702979571226,"No",0.9178385940408577
"Yes","No","DSL","Month-to-month",5.0,46.0,"Yes",0.890962770692969,0.10903722930703096,"No",0.7819255413859381
"No","No","Fiber optic","Two year",67.0,92.45,"No",0.9496467420508106,0.0503532579491894,"No",0.8992934841016211
"Yes","Yes","Fiber optic","Month-to-month",30.0,94.4,"Yes",0.6713880939739433,0.32861190602605667,"No",0.3427761879478866
"No","No","DSL","Month-to-month",1.0,55.7,"No",0.7211238394606556,0.27887616053934444,"No",0.44224767892131117
"No","No","Fiber optic","Month-to-month",1.0,70.15,"Yes",0.41729671251900147,0.5827032874809985,"Yes",0.16540657496199707
"Yes","No","DSL","Two year",45.0,54.65,"No",0.9578136600886956,0.04218633991130435,"No",0.9156273201773912
"Yes","Yes","DSL","One year",54.0,24.75,"No",0.9588020168599342,0.04119798314006582,"No",0.9176040337198683
"Yes","Yes","DSL","One year",51.0,23.95,"No",0.9588042594422809,0.04119574055771913,"No",0.9176085188845617
"No","Yes","Fiber optic","One year",72.0,105.0,"No",0.863425666256813,0.13657433374318695,"No",0.7268513325136261
"No","No","DSL","One year",44.0,59.85,"No",0.9462758147023639,0.0537241852976361,"No",0.8925516294047278
"No","Yes","Fiber optic","Month-to-month",21.0,95.4,"No",0.46358919362036627,0.5364108063796337,"Yes",0.0728216127592674
"No","No","Fiber optic","Month-to-month",1.0,81.1,"Yes",0.38578020362863175,0.6142197963713683,"Yes",0.2284395927427365
"Yes","No","DSL","One year",22.0,19.95,"No",0.9575177758093255,0.042482224190674454,"No",0.915035551618651
"No","Yes","DSL","Two year",67.0,86.15,"No",0.952404698225655,0.04759530177434518,"No",0.9048093964513098
"No","No","Fiber optic","Month-to-month",3.0,97.9,"Yes",0.39451105488654153,0.6054889451134585,"Yes",0.210977890226917
"No","No","DSL","One year",21.0,20.5,"No",0.9546810104311988,0.045318989568801184,"No",0.9093620208623976
"No","No","DSL","Month-to-month",20.0,19.6,"No",0.9243672846346341,0.07563271536536598,"No",0.8487345692692682
"No","No","DSL","Month-to-month",13.0,31.65,"No",0.8490058929227775,0.15099410707722258,"No",0.6980117858455549
"No","No","DSL","Month-to-month",1.0,20.65,"No",0.8293715686130242,0.17062843138697592,"No",0.6587431372260483
"No","Yes","DSL","Two year",72.0,82.15,"No",0.95325961551591,0.04674038448408999,"No",0.90651923103182
"No","Yes","Fiber optic","Month-to-month",44.0,95.1,"No",0.6810785711001891,0.31892142889981095,"No",0.36215714220037815
"No","No","Fiber optic","Month-to-month",3.0,83.9,"Yes",0.39741648386076006,0.60258351613924,"Yes",0.20516703227847993
"No","No","DSL","Month-to-month",41.0,20.45,"No",0.9434064177745438,0.05659358222545624,"No",0.8868128355490876
"No","No","DSL","Month-to-month",1.0,53.55,"Yes",0.7162719349523057,0.2837280650476943,"No",0.43254386990461136
"Yes","No","DSL","Two year",42.0,20.0,"No",0.9590925044778432,0.04090749552215672,"No",0.9181850089556864
"Yes","Yes","Fiber optic","Two year",70.0,93.9,"Yes",0.9493236174280962,0.05067638257190384,"No",0.8986472348561924
"No","No","Fiber optic","Month-to-month",26.0,84.95,"Yes",0.708970944836303,0.29102905516369687,"No",0.4179418896726061
"No","No","Fiber optic","One year",46.0,91.3,"No",0.8901848214751634,0.10981517852483669,"No",0.7803696429503267
"No","No","DSL","Month-to-month",1.0,49.65,"Yes",0.7082470634392942,0.29175293656070583,"No",0.4164941268785884
"Yes","No","DSL","Month-to-month",25.0,19.15,"No",0.9483939439627355,0.051606056037264425,"No",0.896787887925471
"No","No","DSL","One year",31.0,75.5,"No",0.9429329698637511,0.05706703013624894,"No",0.8858659397275022
"Yes","Yes","Fiber optic","Month-to-month",23.0,83.75,"No",0.6716743873195762,0.3283256126804238,"No",0.34334877463915237
"No","No","DSL","Month-to-month",2.0,19.4,"No",0.8467670184862363,0.15323298151376383,"No",0.6935340369724724
"Yes","No","DSL","One year",35.0,40.9,"No",0.9561633301051727,0.04383666989482728,"No",0.9123266602103455
"No","No","DSL","Month-to-month",1.0,48.6,"Yes",0.7064103473985383,0.29358965260146175,"No",0.4128206947970765
"No","No","Fiber optic","Month-to-month",17.0,70.8,"No",0.666658087203677,0.333341912796323,"No",0.333316174407354
"Yes","No","DSL","One year",15.0,55.2,"No",0.9528499724604423,0.047150027539557604,"No",0.9056999449208847
"Yes","No","DSL","One year",13.0,54.15,"No",0.9525386511737247,0.04746134882627536,"No",0.9050773023474493
"No","Yes","Fiber optic","Month-to-month",3.0,75.5,"Yes",0.3390635553105013,0.6609364446894986,"Yes",0.32187288937899733
"No","No","DSL","Month-to-month",1.0,20.2,"Yes",0.8327334996940898,0.1672665003059101,"No",0.6654669993881798
"No","No","DSL","Month-to-month",11.0,20.35,"No",0.8959703486592048,0.10402965134079527,"No",0.7919406973184095
"No","No","Fiber optic","One year",20.0,91.0,"No",0.8479682982645046,0.1520317017354955,"No",0.6959365965290091
"No","Yes","Fiber optic","Month-to-month",3.0,74.75,"Yes",0.34268730580919865,0.6573126941908013,"Yes",0.31462538838160264
"No","No","DSL","Month-to-month",40.0,51.1,"No",0.9029115179680532,0.09708848203194677,"No",0.8058230359361065
"No","Yes","Fiber optic","Month-to-month",62.0,89.8,"No",0.8299994373335738,0.17000056266642605,"No",0.6599988746671478
"No","No","DSL","Month-to-month",11.0,64.05,"No",0.8254423718318519,0.17455762816814815,"No",0.6508847436637037
"No","Yes","Fiber optic","Month-to-month",7.0,74.85,"No",0.38870465392859826,0.6112953460714018,"Yes",0.22259069214280353
"No","Yes","Fiber optic","Month-to-month",13.0,96.65,"Yes",0.3634342178680265,0.6365657821319736,"Yes",0.2731315642639471
"No","No","DSL","Month-to-month",3.0,25.0,"No",0.8140300952631204,0.1859699047368797,"No",0.6280601905262407
"No","No","DSL","Two year",58.0,20.3,"No",0.9585346296812863,0.04146537031871359,"No",0.9170692593625728
"Yes","No","DSL","Month-to-month",1.0,19.9,"Yes",0.9174562320489641,0.08254376795103578,"No",0.8349124640979283
"No","No","DSL","Month-to-month",22.0,54.7,"No",0.8650942768345434,0.1349057231654566,"No",0.7301885536690869
"Yes","Yes","Fiber optic","One year",64.0,90.25,"No",0.9288288622790577,0.07117113772094226,"No",0.8576577245581154
"No","No","DSL","Month-to-month",1.0,19.95,"Yes",0.8345865587821596,0.16541344121784032,"No",0.6691731175643193
"Yes","Yes","DSL","One year",39.0,25.45,"No",0.9585717132282751,0.04142828677172492,"No",0.9171434264565501
"No","No","DSL","One year",20.0,19.5,"No",0.9547075000092496,0.04529249999075039,"No",0.9094150000184993
"No","No","DSL","Month-to-month",46.0,69.1,"No",0.9010606887887874,0.09893931121121263,"No",0.8021213775775748
"Yes","No","DSL","One year",28.0,39.1,"No",0.9560082846154011,0.043991715384598985,"No",0.9120165692308021
"No","No","DSL","Month-to-month",33.0,20.05,"No",0.9398854856913291,0.06011451430867091,"No",0.8797709713826583
"No","No","Fiber optic","Two year",70.0,105.35,"No",0.9463029194967653,0.053697080503234594,"No",0.8926058389935306
"No","No","Fiber optic","Month-to-month",1.0,70.25,"Yes",0.4168885599923235,0.5831114400076766,"Yes",0.16622288001535307
"Yes","Yes","Fiber optic","Month-to-month",37.0,95.25,"No",0.734514006610601,0.265485993389399,"No",0.46902801322120197
"No","No","Fiber optic","Month-to-month",10.0,84.6,"Yes",0.4742932969325866,0.5257067030674134,"Yes",0.05141340613482681
"No","No","DSL","Month-to-month",4.0,20.15,"No",0.8568381107257156,0.14316188927428422,"No",0.7136762214514314
"No","Yes","Fiber optic","Month-to-month",39.0,101.25,"No",0.6070150511018303,0.39298494889816976,"No",0.21403010220366053
"No","No","DSL","One year",34.0,64.2,"No",0.9445483215750953,0.05545167842490475,"No",0.8890966431501905
"No","No","DSL","Month-to-month",1.0,35.0,"No",0.7237864607983702,0.27621353920162983,"No",0.44757292159674034
"No","No","Fiber optic","Month-to-month",6.0,85.15,"Yes",0.4231994374217689,0.5768005625782311,"Yes",0.15360112515646218
"No","No","Fiber optic","One year",43.0,90.65,"No",0.887345236626447,0.11265476337355303,"No",0.774690473252894
"No","No","Fiber optic","Month-to-month",5.0,74.65,"No",0.4457722923560765,0.5542277076439235,"Yes",0.10845541528784697
"Yes","No","DSL","Month-to-month",9.0,54.8,"No",0.8996754964946317,0.10032450350536831,"No",0.7993509929892635
"No","Yes","Fiber optic","Two year",72.0,80.45,"No",0.9506108420316686,0.04938915796833141,"No",0.9012216840633371
"No","Yes","Fiber optic","One year",70.0,109.5,"Yes",0.8459428297276247,0.1540571702723753,"No",0.6918856594552494
"No","Yes","Fiber optic","Month-to-month",29.0,79.3,"No",0.6545922282198382,0.34540777178016163,"No",0.30918445643967657
"Yes","No","DSL","Month-to-month",15.0,76.5,"No",0.9187677951348047,0.08123220486519528,"No",0.8375355902696093
"Yes","Yes","Fiber optic","Month-to-month",71.0,105.1,"Yes",0.8398388175873418,0.16016118241265814,"No",0.6796776351746836
"Yes","Yes","Fiber optic","Month-to-month",11.0,78.1,"No",0.5243330247579477,0.4756669752420522,"No",0.04866604951589554
"No","No","DSL","One year",12.0,19.3,"No",0.9530049309345673,0.046995069065432604,"No",0.9060098618691347
"No","Yes","Fiber optic","Two year",70.0,110.5,"No",0.9349098754962735,0.06509012450372655,"No",0.8698197509925469
"No","No","DSL","Month-to-month",23.0,20.3,"No",0.928212377418987,0.071787622581013,"No",0.856424754837974
"Yes","Yes","Fiber optic","Month-to-month",4.0,97.95,"Yes",0.33395777172189983,0.6660422282781001,"Yes",0.3320844565562003
"No","Yes","Fiber optic","One year",32.0,104.05,"No",0.781146560918616,0.218853439081384,"No",0.562293121837232
"Yes","Yes","DSL","Two year",18.0,24.65,"No",0.9587429610024515,0.041257038997548436,"No",0.9174859220049031
"Yes","No","DSL","Two year",47.0,21.3,"No",0.9591464917996296,0.040853508200370335,"No",0.9182929835992593
"Yes","Yes","Fiber optic","Two year",70.0,110.2,"No",0.9424660776391484,0.05753392236085164,"No",0.8849321552782967
"No","Yes","Fiber optic","Month-to-month",13.0,89.4,"Yes",0.3882327952617303,0.6117672047382697,"Yes",0.2235344094765394
"No","No","DSL","Month-to-month",10.0,19.9,"No",0.8933980264532996,0.10660197354670048,"No",0.7867960529065992
"Yes","No","DSL","Two year",48.0,20.0,"No",0.9591950346593974,0.040804965340602684,"No",0.9183900693187947
"No","No","DSL","Month-to-month",1.0,20.05,"No",0.8338406249446667,0.1661593750553332,"No",0.6676812498893335
"Yes","No","DSL","Month-to-month",18.0,83.25,"No",0.9258211185874926,0.07417888141250743,"No",0.8516422371749852
"No","No","DSL","Month-to-month",1.0,20.6,"Yes",0.8297483209666755,0.17025167903332447,"No",0.659496641933351
"Yes","No","DSL","Two year",69.0,39.1,"No",0.9589714193982917,0.041028580601708296,"No",0.9179428387965833
"No","Yes","Fiber optic","Two year",72.0,114.5,"No",0.9338761265035167,0.0661238734964833,"No",0.8677522530070334
"No","No","DSL","One year",40.0,55.8,"No",0.9468123042741317,0.05318769572586831,"No",0.8936246085482633
"No","Yes","Fiber optic","Month-to-month",10.0,81.0,"Yes",0.39246345066622235,0.6075365493337777,"Yes",0.2150730986675553
"No","Yes","Fiber optic","Month-to-month",21.0,99.85,"No",0.4461629909517291,0.5538370090482708,"Yes",0.1076740180965417
"No","Yes","Fiber optic","One year",59.0,99.5,"No",0.8445619628677256,0.15543803713227436,"No",0.6891239257354512
"No","No","Fiber optic","Month-to-month",13.0,70.15,"Yes",0.6064685103388693,0.3935314896611308,"No",0.2129370206777385
"Yes","No","DSL","Month-to-month",22.0,19.05,"No",0.9468411559243809,0.05315884407561924,"No",0.8936823118487617
"No","Yes","Fiber optic","Month-to-month",15.0,96.5,"No",0.3855573753517956,0.6144426246482044,"Yes",0.22888524929640885
"No","No","DSL","Two year",53.0,19.85,"No",0.9584196573523293,0.04158034264767065,"No",0.9168393147046586
"No","Yes","DSL","Month-to-month",28.0,25.7,"No",0.9450835107359882,0.054916489264011735,"No",0.8901670214719765
"No","No","DSL","One year",22.0,20.3,"No",0.9548683718137919,0.04513162818620806,"No",0.9097367436275838
"No","No","Fiber optic","Month-to-month",1.0,70.15,"Yes",0.41729671251900147,0.5827032874809985,"Yes",0.16540657496199707
"No","No","Fiber optic","Month-to-month",16.0,91.55,"No",0.5491658696668844,0.45083413033311565,"No",0.09833173933376876
"No","Yes","Fiber optic","Two year",57.0,93.75,"No",0.9365080724172973,0.06349192758270274,"No",0.8730161448345946
"No","No","DSL","Two year",65.0,59.8,"No",0.9558177229924038,0.044182277007596304,"No",0.9116354459848075
"Yes","Yes","Fiber optic","Two year",71.0,109.0,"No",0.9435410203598343,0.05645897964016574,"No",0.8870820407196686
"Yes","Yes","DSL","Two year",69.0,81.95,"No",0.9568398682453237,0.0431601317546762,"No",0.9136797364906475
"No","Yes","DSL","Two year",72.0,82.3,"No",0.9532433269998363,0.0467566730001636,"No",0.9064866539996727
"No","No","Fiber optic","Month-to-month",18.0,74.8,"No",0.6528753068212375,0.34712469317876243,"No",0.3057506136424751
"No","No","Fiber optic","Month-to-month",15.0,96.3,"Yes",0.5263338528571141,0.47366614714288596,"No",0.05266770571422813
"Yes","No","DSL","Two year",47.0,60.0,"No",0.9575625918068963,0.042437408193103564,"No",0.9151251836137927
"No","Yes","Fiber optic","Month-to-month",19.0,88.8,"No",0.4728003742773958,0.5271996257226043,"Yes",0.05439925144520846
"No","No","DSL","Month-to-month",13.0,35.1,"Yes",0.8305817279993385,0.16941827200066148,"No",0.661163455998677
"No","Yes","Fiber optic","Month-to-month",17.0,80.05,"No",0.5024535537654877,0.4975464462345123,"No",0.004907107530975452
"Yes","Yes","DSL","Two year",71.0,23.9,"No",0.9595159018551689,0.040484098144830984,"No",0.9190318037103379
"No","No","DSL","Month-to-month",19.0,66.4,"No",0.8693565816205547,0.13064341837944507,"No",0.7387131632411097
"No","No","Fiber optic","Month-to-month",6.0,85.95,"No",0.42179708583953807,0.578202914160462,"Yes",0.15640582832092392
"No","Yes","DSL","Two year",61.0,80.9,"No",0.9523433310995663,0.04765666890043383,"No",0.9046866621991324
"Yes","Yes","Fiber optic","Two year",48.0,111.8,"No",0.9230115542075735,0.07698844579242642,"No",0.846023108415147
"Yes","No","DSL","Month-to-month",1.0,44.4,"Yes",0.8771018500498154,0.12289814995018467,"No",0.7542037000996308
"Yes","Yes","Fiber optic","Two year",70.0,115.15,"No",0.9397428374261564,0.06025716257384354,"No",0.8794856748523129
"No","No","DSL","One year",60.0,59.8,"No",0.9482372763218129,0.05176272367818716,"No",0.8964745526436257
"No","Yes","DSL","One year",69.0,26.3,"No",0.9576505779574868,0.04234942204251313,"No",0.9153011559149736
"Yes","Yes","DSL","Two year",66.0,79.85,"No",0.9568630573748331,0.043136942625166985,"No",0.9137261147496661
"No","No","Fiber optic","Month-to-month",1.0,79.35,"Yes",0.3891773650385812,0.6108226349614188,"Yes",0.22164526992283756
"Yes","Yes","DSL","One year",30.0,25.35,"No",0.9584458117359148,0.04155418826408519,"No",0.9168916234718296
"No","No","Fiber optic","Month-to-month",9.0,90.8,"Yes",0.44835353243699494,0.5516464675630051,"Yes",0.10329293512601012
"No","No","DSL","Month-to-month",19.0,34.3,"No",0.870663054449479,0.1293369455505211,"No",0.7413261088989579
"No","No","DSL","One year",70.0,45.25,"Yes",0.9532705218794993,0.046729478120500746,"No",0.9065410437589986
"No","Yes","DSL","Month-to-month",13.0,78.75,"No",0.8282934921658246,0.1717065078341753,"No",0.6565869843316493
"No","Yes","Fiber optic","Month-to-month",3.0,75.8,"Yes",0.3376182943406408,0.6623817056593592,"Yes",0.3247634113187184
"No","Yes","Fiber optic","Month-to-month",3.0,76.1,"No",0.33617545658703546,0.6638245434129645,"Yes",0.327649086825929
"No","Yes","Fiber optic","One year",62.0,94.0,"No",0.8744756604319206,0.12552433956807937,"No",0.7489513208638412
"No","No","DSL","Two year",63.0,19.95,"No",0.9586648137604795,0.04133518623952052,"No",0.917329627520959
"No","No","Fiber optic","Month-to-month",20.0,71.3,"Yes",0.7071781596981076,0.29282184030189234,"No",0.41435631939621526
"No","Yes","Fiber optic","One year",35.0,110.8,"No",0.7691276922944551,0.23087230770554504,"No",0.5382553845889101
"No","No","Fiber optic","Month-to-month",21.0,69.1,"Yes",0.7342465728144956,0.2657534271855044,"No",0.4684931456289912
"No","Yes","Fiber optic","One year",62.0,96.1,"No",0.8662508358576941,0.13374916414230587,"No",0.7325016717153883
"No","No","DSL","Month-to-month",11.0,44.65,"No",0.7918589158571949,0.20814108414280494,"No",0.58371783171439
"No","No","DSL","One year",61.0,19.45,"No",0.9568111069867177,0.04318889301328229,"No",0.9136222139734353
